superfamily,family,genus,species,species_name,species_tree,malar,active_mode
Typhlopoidea,Typhlopidae,Amerotyphlops,trinitatus,Amerotyphlops trinitatus,Amerotyphlops_trinitatus,No,underground
Typhlopoidea,Typhlopidae,Amerotyphlops,tycherus,Amerotyphlops tycherus,Amerotyphlops_tycherus,No,underground
Typhlopoidea,Typhlopidae,Amerotyphlops,yonenagae,Amerotyphlops yonenagae,Amerotyphlops_yonenagae,No,underground
Typhlopoidea,Typhlopidae,Anilios,affinis,Anilios affinis,Anilios_affinis,No,underground
Typhlopoidea,Typhlopidae,Anilios,ammodytes,Anilios ammodytes,Anilios_ammodytes,No,underground
Typhlopoidea,Typhlopidae,Anilios,aspina,Anilios aspina,Anilios_aspina,No,underground
Typhlopoidea,Typhlopidae,Anilios,australis,Anilios australis,Anilios_australis,No,underground
Typhlopoidea,Typhlopidae,Anilios,batillus,Anilios batillus,Anilios_batillus,No,underground
Typhlopoidea,Typhlopidae,Anilios,bicolor,Anilios bicolor,Anilios_bicolor,No,underground
Typhlopoidea,Typhlopidae,Anilios,bituberculatus,Anilios bituberculatus,Anilios_bituberculatus,No,underground
Typhlopoidea,Typhlopidae,Anilios,broomi,Anilios broomi,Anilios_broomi,No,underground
Typhlopoidea,Typhlopidae,Anilios,centralis,Anilios centralis,Anilios_centralis,No,underground
Typhlopoidea,Typhlopidae,Anilios,chamodracaena,Anilios chamodracaena,Anilios_chamodracaena,No,underground
Typhlopoidea,Typhlopidae,Anilios,diversus,Anilios diversus,Anilios_diversus,No,underground
Typhlopoidea,Typhlopidae,Anilios,endoterus,Anilios endoterus,Anilios_endoterus,No,underground
Typhlopoidea,Typhlopidae,Anilios,erycinus,Anilios erycinus,Anilios_erycinus,No,underground
Typhlopoidea,Typhlopidae,Anilios,fossor,Anilios fossor,Anilios_fossor,No,underground
Typhlopoidea,Typhlopidae,Anilios,ganei,Anilios ganei,Anilios_ganei,No,underground
Typhlopoidea,Typhlopidae,Anilios,grypus,Anilios grypus,Anilios_grypus,No,underground
Typhlopoidea,Typhlopidae,Anilios,guentheri,Anilios guentheri,Anilios_guentheri,No,underground
Typhlopoidea,Typhlopidae,Anilios,hamatus,Anilios hamatus,Anilios_hamatus,No,underground
Typhlopoidea,Typhlopidae,Anilios,howi,Anilios howi,Anilios_howi,No,underground
Typhlopoidea,Typhlopidae,Anilios,insperatus?Anilios insperatus,Anilios_insperatus,No,No,underground
Typhlopoidea,Typhlopidae,Anilios,kimberleyensis,Anilios kimberleyensis,Anilios_kimberleyensis,No,underground
Typhlopoidea,Typhlopidae,Anilios,leptosoma,Anilios leptosoma,Anilios_leptosomus,No,underground
Typhlopoidea,Typhlopidae,Anilios,leucoproctus,Anilios leucoproctus,Anilios_leucoproctus,No,underground
Typhlopoidea,Typhlopidae,Anilios,ligatus,Anilios ligatus,Anilios_ligatus,No,underground
Typhlopoidea,Typhlopidae,Anilios,longissimus,Anilios longissimus,Anilios_longissimus,No,underground
Typhlopoidea,Typhlopidae,Anilios,margaretae,Anilios margaretae,Anilios_margaretae,No,underground
Typhlopoidea,Typhlopidae,Anilios,micromma,Anilios micromma,Anilios_micrommus,No,underground
Typhlopoidea,Typhlopidae,Anilios,minimus,Anilios minimus,Anilios_minimus,No,underground
Typhlopoidea,Typhlopidae,Anilios,nema,Anilios nema,Anilios_nema,No,underground
Typhlopoidea,Typhlopidae,Anilios,nigrescens,Anilios nigrescens,Anilios_nigrescens,No,underground
Typhlopoidea,Typhlopidae,Anilios,obtusifrons?Anilios obtusifrons?Anilios_obtusifrons?No,No,No,No,underground
Typhlopoidea,Typhlopidae,Anilios,pilbarensis,Anilios pilbarensis,Anilios_pilbarensis,No,underground
Typhlopoidea,Typhlopidae,Anilios,pinguis,Anilios pinguis,Anilios_pinguis,No,underground
Typhlopoidea,Typhlopidae,Anilios,proximus,Anilios proximus,Anilios_proximus,No,underground
Typhlopoidea,Typhlopidae,Anilios,robertsi,Anilios robertsi,Anilios_robertsi?No,No,underground
Typhlopoidea,Typhlopidae,Anilios,silvia,Anilios silvia,Anilios_silvia,No,underground
Typhlopoidea,Typhlopidae,Anilios,splendidus,Anilios splendidus,Anilios_splendidus,No,underground
Typhlopoidea,Typhlopidae,Anilios,systenos?Anilios systenos?Anilios_systenos?No,No,No,No,underground
Typhlopoidea,Typhlopidae,Anilios,torresianus,Anilios torresianus,Anilios_torresianus,No,underground
Typhlopoidea,Typhlopidae,Anilios,tovelli,Anilios tovelli,Anilios_tovelli,No,underground
Typhlopoidea,Typhlopidae,Anilios,troglodytes,Anilios troglodytes,Anilios_troglodytes,No,underground
Typhlopoidea,Typhlopidae,Anilios,unguirostris,Anilios unguirostris,Anilios_unguirostris,No,underground
Typhlopoidea,Typhlopidae,Anilios,vagurima,Anilios vagurima,Anilios_vagurima,No,underground
Typhlopoidea,Typhlopidae,Anilios,waitii,Anilios waitii,Anilios_waitii,No,underground
Typhlopoidea,Typhlopidae,Anilios,wiedii,Anilios wiedii,Anilios_wiedii,No,underground
Typhlopoidea,Typhlopidae,Anilios,yampiensis,Anilios yampiensis,Anilios_yampiensis,No,underground
Typhlopoidea,Typhlopidae,Anilios,yirrikalae,Anilios yirrikalae,Anilios_yirrikalae,No,underground
Typhlopoidea,Typhlopidae,Anilios,zonula,Anilios zonula,Anilios_zonula,No,underground
Typhlopoidea,Typhlopidae,Antillotyphlops,annae,Antillotyphlops annae,Typhlops_annae,No,underground
Typhlopoidea,Typhlopidae,Antillotyphlops,catapontus,Antillotyphlops catapontus,Typhlops_catapontus,No,underground
Typhlopoidea,Typhlopidae,Antillotyphlops,dominicanus,Antillotyphlops dominicanus,Typhlops_dominicanus,No,underground
Typhlopoidea,Typhlopidae,Antillotyphlops,geotomus,Antillotyphlops geotomus,Typhlops_geotomus,No,underground
Typhlopoidea,Typhlopidae,Antillotyphlops,granti,Antillotyphlops granti,Typhlops_granti,No,underground
Typhlopoidea,Typhlopidae,Antillotyphlops,guadeloupensis?Antillotyphlops guadeloupensis?Typhlops_guadeloupensis,No,No,No,underground
Typhlopoidea,Typhlopidae,Antillotyphlops,hypomethes,Antillotyphlops hypomethes,Typhlops_hypomethes,No,underground
Typhlopoidea,Typhlopidae,Antillotyphlops,monastus,Antillotyphlops monastus,Typhlops_monastus,No,underground
Typhlopoidea,Typhlopidae,Antillotyphlops,monensis,Antillotyphlops monensis,Typhlops_monensis,No,underground
Typhlopoidea,Typhlopidae,Antillotyphlops,naugus,Antillotyphlops naugus,Typhlops_naugus,No,underground
Typhlopoidea,Typhlopidae,Antillotyphlops,platycephalus,Antillotyphlops platycephalus,Typhlops_platycephalus,No,underground
Typhlopoidea,Typhlopidae,Antillotyphlops,richardi,Antillotyphlops richardi,Typhlops_richardi,No,underground
Typhlopoidea,Typhlopidae,Argyrophis,bothriorhynchus,Argyrophis bothriorhynchus,Argyrophis_bothriorhynchus,No,underground
Typhlopoidea,Typhlopidae,Argyrophis,diardii,Argyrophis diardii,Argyrophis_diardii,No,underground
Typhlopoidea,Typhlopidae,Argyrophis,fuscus,Argyrophis fuscus,Argyrophis_fuscus,No,underground
Typhlopoidea,Typhlopidae,Argyrophis,giadinhensis,Argyrophis giadinhensis,Argyrophis_giadinhensis,No,underground
Typhlopoidea,Typhlopidae,Argyrophis,hypsobothrius,Argyrophis hypsobothrius,Argyrophis_hypsobothrius,No,underground
Typhlopoidea,Typhlopidae,Argyrophis,klemmeri,Argyrophis klemmeri,Argyrophis_klemmeri,No,underground
Typhlopoidea,Typhlopidae,Argyrophis,koshunensis,Argyrophis koshunensis,Argyrophis_koshunensis,No,underground
Typhlopoidea,Typhlopidae,Argyrophis,muelleri,Argyrophis muelleri,Argyrophis_muelleri,No,underground
Typhlopoidea,Typhlopidae,Argyrophis,oatesii,Argyrophis oatesii,Argyrophis_oatesii,No,underground
Typhlopoidea,Typhlopidae,Argyrophis,roxaneae,Argyrophis roxaneae,Argyrophis_roxaneae,No,underground
Typhlopoidea,Typhlopidae,Argyrophis,siamensis,Argyrophis siamensis,Argyrophis_siamensis,No,underground
Typhlopoidea,Typhlopidae,Argyrophis,trangensis,Argyrophis trangensis,Argyrophis_trangensis,No,underground
Typhlopoidea,Typhlopidae,Cubatyphlops,anchaurus?Cubatyphlops anchaurus?Typhlops_anchaurus,No,No,No,underground
Typhlopoidea,Typhlopidae,Cubatyphlops,anousius?Cubatyphlops anousius?Typhlops_anousius,No,No,No,underground
Typhlopoidea,Typhlopidae,Cubatyphlops,arator?Cubatyphlops arator?Typhlops_arator,No,No,No,underground
Typhlopoidea,Typhlopidae,Cubatyphlops,biminiensis,Cubatyphlops biminiensis,Typhlops_biminiensis,No,underground
Typhlopoidea,Typhlopidae,Cubatyphlops,caymanensis?Cubatyphlops caymanensis?Typhlops_caymanensis,No,No,No,underground
Typhlopoidea,Typhlopidae,Cubatyphlops,contorhinus?Cubatyphlops contorhinus?Typhlops_contorhinus,No,No,No,underground
Typhlopoidea,Typhlopidae,Cubatyphlops,epactius?Cubatyphlops epactius?Typhlops_epactius,No,No,No,underground
Typhlopoidea,Typhlopidae,Cubatyphlops,golyathi?Cubatyphlops golyathi?Typhlops_golyathi,No,No,No,underground
Typhlopoidea,Typhlopidae,Cubatyphlops,notorachius,Cubatyphlops notorachius,Typhlops_notorachius,No,underground
Typhlopoidea,Typhlopidae,Cubatyphlops,paradoxus,Cubatyphlops paradoxus,Typhlops_paradoxus,No,underground
Typhlopoidea,Typhlopidae,Cubatyphlops,perimychus?Cubatyphlops perimychus?Typhlops_perimychus,No,No,No,underground
Typhlopoidea,Typhlopidae,Cubatyphlops,satelles?Cubatyphlops satelles?Typhlops_satelles,No,No,No,underground
Typhlopoidea,Typhlopidae,Cyclotyphlops,deharvengi,Cyclotyphlops deharvengi,Cyclotyphlops_deharvengi,No,underground
Typhlopoidea,Typhlopidae,Grypotyphlops,acutus,Grypotyphlops acutus,Grypotyphlops_acutus,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,ahsanai,Indotyphlops ahsanai,Indotyphlops_ahsanai,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,albiceps,Indotyphlops albiceps,Indotyphlops_albiceps,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,braminus,Indotyphlops braminus,Indotyphlops_braminus,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,exiguus,Indotyphlops exiguus,Indotyphlops_exiguus,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,filiformis,Indotyphlops filiformis,Indotyphlops_filiformis,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,fletcheri,Indotyphlops fletcheri,Indotyphlops_fletcheri,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,jerdoni,Indotyphlops jerdoni,Indotyphlops_jerdoni,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,lankaensis,Indotyphlops lankaensis,Indotyphlops_lankaensis,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,lazelli,Indotyphlops lazelli,Indotyphlops_lazelli,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,leucomelas,Indotyphlops leucomelas,Indotyphlops_leucomelas,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,longissimus?Indotyphlops longissimus?Typhlops_longissimus,No,No,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,loveridgei,Indotyphlops loveridgei,Indotyphlops_loveridgei,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,madgemintonae,Indotyphlops madgemintonae,Indotyphlops_madgemintonae,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,malcolmi,Indotyphlops malcolmi,Indotyphlops_malcolmi,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,meszoelyi,Indotyphlops meszoelyi,Indotyphlops_meszoelyi,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,ozakiae,Indotyphlops ozakiae,Indotyphlops_ozakiae,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,pammeces,Indotyphlops pammeces,Indotyphlops_pammeces,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,porrectus,Indotyphlops porrectus,Indotyphlops_porrectus,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,schmutzi,Indotyphlops schmutzi,Indotyphlops_schmutzi,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,tenebrarum,Indotyphlops tenebrarum,Indotyphlops_tenebrarum,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,tenuicollis,Indotyphlops tenuicollis,Indotyphlops_tenuicollis,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,veddae,Indotyphlops veddae,Indotyphlops_veddae,No,underground
Typhlopoidea,Typhlopidae,Indotyphlops,violaceus,Indotyphlops violaceus,Indotyphlops_violaceus,No,underground
Typhlopoidea,Typhlopidae,Letheobia,acutirostrata,Letheobia acutirostrata,Letheobia_acutirostrata,No,underground
Typhlopoidea,Typhlopidae,Letheobia,akagerae?Letheobia akagerae?Letheobia_akagerae?No,No,No,No,underground
Typhlopoidea,Typhlopidae,Letheobia,angeli?Letheobia angeli?Afrotyphlops_angeli,No,No,No,underground
Typhlopoidea,Typhlopidae,Letheobia,caeca,Letheobia caeca,Letheobia_caeca,No,underground
Typhlopoidea,Typhlopidae,Letheobia,coecatus?Letheobia coecatus?Typhlops_coecatus,No,No,No,underground
Typhlopoidea,Typhlopidae,Letheobia,crossii,Letheobia crossii,Letheobia_crossii,No,underground
Typhlopoidea,Typhlopidae,Letheobia,debilis,Letheobia debilis,Letheobia_debilis,No,underground
Typhlopoidea,Typhlopidae,Letheobia,decorosus?Letheobia decorosus?Afrotyphlops_decorosus,No,No,No,underground
Typhlopoidea,Typhlopidae,Letheobia,episcopus,Letheobia episcopus,Letheobia_episcopus,No,underground
Typhlopoidea,Typhlopidae,Letheobia,erythraea,Letheobia erythraea,Letheobia_erythraea,No,underground
Typhlopoidea,Typhlopidae,Letheobia,feae,Letheobia feae,Letheobia_feae,No,underground
Typhlopoidea,Typhlopidae,Letheobia,gracilis,Letheobia gracilis,Letheobia_gracilis,No,underground
Typhlopoidea,Typhlopidae,Letheobia,graueri,Letheobia graueri,Letheobia_graueri,No,underground
Typhlopoidea,Typhlopidae,Letheobia,jubana,Letheobia jubana,Letheobia_jubana,No,underground
Typhlopoidea,Typhlopidae,Letheobia,kibarae,Letheobia kibarae,Letheobia_kibarae,No,underground
Typhlopoidea,Typhlopidae,Letheobia,largeni,Letheobia largeni,Letheobia_largeni,No,underground
Typhlopoidea,Typhlopidae,Letheobia,leucosticta,Letheobia leucosticta,Letheobia_leucosticta,No,underground
Typhlopoidea,Typhlopidae,Letheobia,logonensis,Letheobia logonensis,Letheobia_logonensis,No,underground
Typhlopoidea,Typhlopidae,Letheobia,lumbriciformis,Letheobia lumbriciformis,Letheobia_lumbriciformis,No,underground
Typhlopoidea,Typhlopidae,Letheobia,manni,Letheobia manni,Afrotyphlops_manni,No,underground
Typhlopoidea,Typhlopidae,Letheobia,mbeerensis?Letheobia mbeerensis?Letheobia_mbeerensis?No,No,No,No,underground
Typhlopoidea,Typhlopidae,Letheobia,newtoni,Letheobia newtoni,Letheobia_newtoni,No,underground
Typhlopoidea,Typhlopidae,Letheobia,pallida,Letheobia pallida,Letheobia_pallida,No,underground
Typhlopoidea,Typhlopidae,Letheobia,pauwelsi,Letheobia pauwelsi,Letheobia_pauwelsi,No,underground
Typhlopoidea,Typhlopidae,Letheobia,pembana,Letheobia pembana,Letheobia_pembana,No,underground
Typhlopoidea,Typhlopidae,Letheobia,praeocularis,Letheobia praeocularis,Letheobia_praeocularis,No,underground
Typhlopoidea,Typhlopidae,Letheobia,rufescens,Letheobia rufescens,Letheobia_rufescens,No,underground
Typhlopoidea,Typhlopidae,Letheobia,simoni,Letheobia simoni,Letheobia_simonii,No,underground
Typhlopoidea,Typhlopidae,Letheobia,somalica,Letheobia somalica,Letheobia_somalica,No,underground
Typhlopoidea,Typhlopidae,Letheobia,stejnegeri,Letheobia stejnegeri,Letheobia_stejnegeri,No,underground
Typhlopoidea,Typhlopidae,Letheobia,sudanensis,Letheobia sudanensis,Letheobia_sudanensis,No,underground
Typhlopoidea,Typhlopidae,Letheobia,swahilica,Letheobia swahilica,Letheobia_swahilica,No,underground
Typhlopoidea,Typhlopidae,Letheobia,toritensis,Letheobia toritensis,Letheobia_toritensis,No,underground
Typhlopoidea,Typhlopidae,Letheobia,uluguruensis,Letheobia uluguruensis,Letheobia_uluguruensis,No,underground
Typhlopoidea,Typhlopidae,Letheobia,weidholzi?Letheobia weidholzi?Letheobia_weidholzi?No,No,No,No,underground
Typhlopoidea,Typhlopidae,Letheobia,wittei,Letheobia wittei,Letheobia_wittei,No,underground
Typhlopoidea,Typhlopidae,Letheobia,zenkeri?Letheobia zenkeri?Typhlops_zenkeri,No,No,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,albanalis,Madatyphlops albanalis,Madatyphlops_albanalis,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,andasibensis,Madatyphlops andasibensis,Madatyphlops_andasibensis,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,arenarius,Madatyphlops arenarius,Madatyphlops_arenarius,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,boettgeri,Madatyphlops boettgeri,Madatyphlops_boettgeri,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,cariei,Madatyphlops cariei,Typhlops_cariei,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,comorensis,Madatyphlops comorensis,Madatyphlops_comorensis,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,decorsei,Madatyphlops decorsei,Madatyphlops_decorsei,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,domerguei,Madatyphlops domerguei,Lemuriatyphlops_domerguei,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,madagascariensis,Madatyphlops madagascariensis,Madatyphlops_madagascariensis,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,microcephalus,Madatyphlops microcephalus,Lemuriatyphlops_microcephalus,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,mucronatus,Madatyphlops mucronatus,Madatyphlops_mucronatus,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,ocularis,Madatyphlops ocularis,Madatyphlops_ocularis,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,rajeryi,Madatyphlops rajeryi,Madatyphlops_rajeryi,No,underground
Typhlopoidea,Typhlopidae,Madatyphlops,reuteri,Madatyphlops reuteri,Lemuriatyphlops_reuteri,No,underground
Typhlopoidea,Typhlopidae,Malayotyphlops,andyi?Malayotyphlops andyi?Malayotyphlops_andyi?No,No,No,No,underground
Typhlopoidea,Typhlopidae,Malayotyphlops,canlaonensis,Malayotyphlops canlaonensis,Malayotyphlops_canlaonensis,No,underground
Typhlopoidea,Typhlopidae,Malayotyphlops,castanotus,Malayotyphlops castanotus,Malayotyphlops_castanotus,No,underground
Typhlopoidea,Typhlopidae,Malayotyphlops,collaris,Malayotyphlops collaris,Malayotyphlops_collaris,No,underground
Typhlopoidea,Typhlopidae,Malayotyphlops,denrorum,Malayotyphlops denrorum,Malayotyphlops_denrorum,No,underground
Typhlopoidea,Typhlopidae,Malayotyphlops,hypogius,Malayotyphlops hypogius,Malayotyphlops_hypogius,No,underground
Typhlopoidea,Typhlopidae,Malayotyphlops,koekkoeki,Malayotyphlops koekkoeki,Malayotyphlops_koekkoeki,No,underground
Typhlopoidea,Typhlopidae,Malayotyphlops,kraalii,Malayotyphlops kraalii,Malayotyphlops_kraalii,No,underground
Typhlopoidea,Typhlopidae,Malayotyphlops,luzonensis,Malayotyphlops luzonensis,Malayotyphlops_luzonensis,No,underground
Typhlopoidea,Typhlopidae,Malayotyphlops,manilae,Malayotyphlops manilae,Gerrhopilus_manilae,No,underground
Typhlopoidea,Typhlopidae,Malayotyphlops,ruber,Malayotyphlops ruber,Malayotyphlops_ruber,No,underground
Typhlopoidea,Typhlopidae,Malayotyphlops,ruficaudus,Malayotyphlops ruficaudus,Malayotyphlops_ruficaudus,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,acuticaudus,Ramphotyphlops acuticaudus,Ramphotyphlops_acuticaudus,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,adocetus,Ramphotyphlops adocetus,Ramphotyphlops_adocetus,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,angusticeps,Ramphotyphlops angusticeps,Ramphotyphlops_angusticeps,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,becki,Ramphotyphlops becki,Ramphotyphlops_becki,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,bipartitus,Ramphotyphlops bipartitus,Ramphotyphlops_bipartitus,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,conradi,Ramphotyphlops conradi,Ramphotyphlops_conradi,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,cumingii,Ramphotyphlops cumingii,Ramphotyphlops_cumingii,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,depressus,Ramphotyphlops depressus,Ramphotyphlops_depressus,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,exocoeti,Ramphotyphlops exocoeti,Ramphotyphlops_exocoeti,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,flaviventer,Ramphotyphlops flaviventer,Ramphotyphlops_flaviventer,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,hatmaliyeb,Ramphotyphlops hatmaliyeb,Ramphotyphlops_hatmaliyeb,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,lineatus,Ramphotyphlops lineatus,Ramphotyphlops_lineatus,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,lorenzi,Ramphotyphlops lorenzi,Ramphotyphlops_lorenzi,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,mansuetus,Ramphotyphlops mansuetus,Ramphotyphlops_mansuetus,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,marxi,Ramphotyphlops marxi,Ramphotyphlops_marxi,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,multilineatus,Ramphotyphlops multilineatus,Ramphotyphlops_multilineatus,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,olivaceus,Ramphotyphlops olivaceus,Ramphotyphlops_olivaceus,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,similis,Ramphotyphlops similis,Ramphotyphlops_similis,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,suluensis,Ramphotyphlops suluensis,Ramphotyphlops_suluensis,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,supranasalis,Ramphotyphlops supranasalis,Ramphotyphlops_supranasalis,No,underground
Typhlopoidea,Typhlopidae,Ramphotyphlops,willeyi,Ramphotyphlops willeyi,Ramphotyphlops_willeyi,No,underground
Typhlopoidea,Typhlopidae,Rhinotyphlops,ataeniatus,Rhinotyphlops ataeniatus,Rhinotyphlops_ataeniatus,No,underground
Typhlopoidea,Typhlopidae,Rhinotyphlops,boylei,Rhinotyphlops boylei,Rhinotyphlops_boylei,No,underground
Typhlopoidea,Typhlopidae,Rhinotyphlops,lalandei,Rhinotyphlops lalandei,Rhinotyphlops_lalandei,No,underground
Typhlopoidea,Typhlopidae,Rhinotyphlops,leucocephalus,Rhinotyphlops leucocephalus,Madatyphlops_leucocephalus,No,underground
Typhlopoidea,Typhlopidae,Rhinotyphlops,schinzi,Rhinotyphlops schinzi,Rhinotyphlops_schinzi,No,underground
Typhlopoidea,Typhlopidae,Rhinotyphlops,scortecci,Rhinotyphlops scortecci,Rhinotyphlops_scortecci,No,underground
Typhlopoidea,Typhlopidae,Rhinotyphlops,unitaeniatus,Rhinotyphlops unitaeniatus,Rhinotyphlops_unitaeniatus,No,underground
Typhlopoidea,Typhlopidae,Sundatyphlops,polygrammicus,Sundatyphlops polygrammicus,Anilios_polygrammicus,No,underground
Typhlopoidea,Typhlopidae,Typhlops,agoralionis,Typhlops agoralionis,Typhlops_agoralionis,No,underground
Typhlopoidea,Typhlopidae,Typhlops,capitulatus,Typhlops capitulatus,Typhlops_capitulatus,No,underground
Typhlopoidea,Typhlopidae,Typhlops,eperopeus,Typhlops eperopeus,Typhlops_eperopeus,No,underground
Typhlopoidea,Typhlopidae,Typhlops,gonavensis,Typhlops gonavensis,Typhlops_gonavensis,No,underground
Typhlopoidea,Typhlopidae,Typhlops,hectus,Typhlops hectus,Typhlops_hectus,No,underground
Typhlopoidea,Typhlopidae,Typhlops,jamaicensis,Typhlops jamaicensis,Typhlops_jamaicensis,No,underground
Typhlopoidea,Typhlopidae,Typhlops,leptolepis,Typhlops leptolepis,Typhlops_leptolepis,No,underground
Typhlopoidea,Typhlopidae,Typhlops,lumbricalis,Typhlops lumbricalis,Typhlops_lumbricalis,No,underground
Typhlopoidea,Typhlopidae,Typhlops,oxyrhinus,Typhlops oxyrhinus,Typhlops_oxyrhinus,No,underground
Typhlopoidea,Typhlopidae,Typhlops,pachyrhinus,Typhlops pachyrhinus,Typhlops_pachyrhinus,No,underground
Typhlopoidea,Typhlopidae,Typhlops,proancylops,Typhlops proancylops,Typhlops_proancylops,No,underground
Typhlopoidea,Typhlopidae,Typhlops,pusillus,Typhlops pusillus,Typhlops_pusillus,No,underground
Typhlopoidea,Typhlopidae,Typhlops,rostellatus,Typhlops rostellatus,Typhlops_rostellatus,No,underground
Typhlopoidea,Typhlopidae,Typhlops,schwartzi,Typhlops schwartzi,Typhlops_schwartzi,No,underground
Typhlopoidea,Typhlopidae,Typhlops,silus,Typhlops silus,Typhlops_silus,No,underground
Typhlopoidea,Typhlopidae,Typhlops,sulcatus,Typhlops sulcatus,Typhlops_sulcatus,No,underground
Typhlopoidea,Typhlopidae,Typhlops,sylleptor,Typhlops sylleptor,Typhlops_sylleptor,No,underground
Typhlopoidea,Typhlopidae,Typhlops,syntherus,Typhlops syntherus,Typhlops_syntherus,No,underground
Typhlopoidea,Typhlopidae,Typhlops,tetrathyreus,Typhlops tetrathyreus,Typhlops_tetrathyreus,No,underground
Typhlopoidea,Typhlopidae,Typhlops,titanops,Typhlops titanops,Typhlops_titanops,No,underground
Typhlopoidea,Typhlopidae,Xerotyphlops,etheridgei,Xerotyphlops etheridgei,Xerotyphlops_etheridgei,No,underground
Typhlopoidea,Typhlopidae,Xerotyphlops,luristanicus,Xerotyphlops luristanicus,Xerotyphlops_luristanicus,No,underground
Typhlopoidea,Typhlopidae,Xerotyphlops,socotranus,Xerotyphlops socotranus,Xerotyphlops_socotranus,No,underground
Typhlopoidea,Typhlopidae,Xerotyphlops,vermicularis,Xerotyphlops vermicularis,Xerotyphlops_vermicularis,No,underground
Typhlopoidea,Typhlopidae,Xerotyphlops,wilsoni,Xerotyphlops wilsoni,Xerotyphlops_wilsoni,No,underground
Typhlopoidea,Leptotyphlopidae/Glauconiidae,Epacrophis,boulengeri,Epacrophis boulengeri,Epacrophis_boulengeri,No,underground
Typhlopoidea,Leptotyphlopidae/Glauconiidae,Epacrophis,drewesi,Epacrophis drewesi,Epacrophis_drewesi,No,underground
Typhlopoidea,Leptotyphlopidae/Glauconiidae,Epacrophis,reticulatus,Epacrophis reticulatus,Epacrophis_reticulatus,No,underground
Typhlopoidea,Leptotyphlopidae/Glauconiidae,Epictia,albifrons,Epictia albifrons,Epictia_albifrons,No,underground
Typhlopoidea,Leptotyphlopidae/Glauconiidae,Epictia,albipuncta,Epictia albipuncta,Epictia_albipuncta,No,underground
Typhlopoidea,Leptotyphlopidae/Glauconiidae,Epictia,alfredschmidti,Epictia alfredschmidti,Epictia_alfredschmidti,No,underground
Typhlopoidea,Leptotyphlopidae/Glauconiidae,Epictia,amazonica,Epictia amazonica,Epictia_amazonica,No,underground
