superfamily,family,genus,species,species_name,species_tree,malar,active_mode
Acrochordoidea,Acrochordidae,Acrochordus,arafurae,Acrochordus arafurae ,Acrochordus_arafurae,Yes,diurnal
Acrochordoidea,Acrochordidae,Acrochordus,granulatus,Acrochordus granulatus,Acrochordus_granulatus,Yes,diurnal
Uropeltoidea,Anomochilidae,Acrochordus,javanicus,Acrochordus javanicus,Acrochordus_javanicus,Yes,diurnal
Uropeltoidea,Anomochilidae,Anomochilus,leonardi,Anomochilus leonardi,Anomochilus_leonardi,No,underground
Uropeltoidea,Anomochilidae,Anomochilus,monticola,Anomochilus monticola ,Anomochilus_monticola,No,underground
Uropeltoidea,Anomochilidae,Anomochilus,weberi,Anomochilus weberi ,Anomochilus_weberi,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,aruensis,Cylindrophis aruensis,Cylindrophis_aruensis,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,boulengeri,Cylindrophis boulengeri,Cylindrophis_boulengeri,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,burmanus,Cylindrophis burmanus ,Cylindrophis_burmanus,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,engkariensis,Cylindrophis engkariensis ,Cylindrophis_engkariensis,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,isolepis,Cylindrophis isolepis,Cylindrophis_isolepis,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,jodiae,Cylindrophis jodiae ,Cylindrophis_jodiae,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,lineatus,Cylindrophis lineatus,Cylindrophis_lineatus,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,maculatus,Cylindrophis maculatus,Cylindrophis_maculatus,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,melanotus,Cylindrophis melanotus,Cylindrophis_melanotus,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,opisthorhodus,Cylindrophis opisthorhodus,Cylindrophis_opisthorhodus,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,osheai,Cylindrophis osheai,Cylindrophis_osheai,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,ruffus,Cylindrophis ruffus,Cylindrophis_ruffus,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,subocularis,Cylindrophis subocularis,Cylindrophis_subocularis,No,underground
Uropeltoidea,Cylindrophiidae,Cylindrophis,yamdena,Cylindrophis yamdena,Cylindrophis_yamdena,No,underground
Uropeltoidea,Uropeltidae,Melanophidium,bilineatum,Melanophidium bilineatum,Melanophidium_bilineatum,No,nocturnal
Uropeltoidea,Uropeltidae,Melanophidium,khairei,Melanophidium khairei ,Melanophidium_khairei,No,nocturnal
Uropeltoidea,Uropeltidae,Melanophidium,punctatum,Melanophidium punctatum,Melanophidium_punctatum,No,nocturnal
Uropeltoidea,Uropeltidae,Melanophidium,wynaudense,Melanophidium wynaudense,Melanophidium_wynaudense,No,nocturnal
Uropeltoidea,Uropeltidae,Platyplectrurus,madurensis,Platyplectrurus madurensis,Platyplectrurus_madurensis,No,nocturnal
Uropeltoidea,Uropeltidae,Platyplectrurus,trilineatus,Platyplectrurus trilineatus,Platyplectrurus_trilineatus,No,nocturnal
Uropeltoidea,Uropeltidae,Plectrurus,aureus,Plectrurus aureus,Plectrurus_aureus,No,nocturnal
Uropeltoidea,Uropeltidae,Plectrurus,guentheri,Plectrurus guentheri ,Plectrurus_guentheri,No,nocturnal
Uropeltoidea,Uropeltidae,Plectrurus,perroteti,Plectrurus perroteti ,Plectrurus_perroteti,No,nocturnal
Uropeltoidea,Uropeltidae,Pseudoplectrurus,canaricus,Pseudoplectrurus canaricus,Plectrurus_canaricus,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,blythii,Rhinophis blythii,Rhinophis_blythii,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,dorsimaculatus,Rhinophis dorsimaculatus,Rhinophis_dorsimaculatus,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,drummondhayi,Rhinophis drummondhayi ,Rhinophis_drummondhayi,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,erangaviraji,Rhinophis erangaviraji,Rhinophis_erangaviraji,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,fergusonianus,Rhinophis fergusonianus,Rhinophis_fergusonianus,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,goweri,Rhinophis goweri ,Rhinophis_goweri,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,homolepis,Rhinophis homolepis,Rhinophis_homolepis,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,melanogaster,Rhinophis melanogaster,Uropeltis_melanogaster,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,oxyrhynchus,Rhinophis oxyrhynchus,Rhinophis_oxyrhynchus,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,philippinus,Rhinophis philippinus,Rhinophis_philippinus,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,phillipsi,Rhinophis phillipsi,Uropeltis_phillipsi,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,porrectus,Rhinophis porrectus,Rhinophis_porrectus,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,roshanpererai,Rhinophis roshanpererai,Rhinophis_roshanpererai,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,saffragamus,Rhinophis saffragamus,Rhinophis_saffragamus,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,sanguineus,Rhinophis sanguineus,Rhinophis_sanguineus,No,nocturnal
Uropeltoidea,Uropeltidae,Rhinophis,zigzag,Rhinophis zigzag,Rhinophis_zigzag,No,nocturnal
Uropeltoidea,Uropeltidae,Teretrurus,rhodogaster,Teretrurus rhodogaster,Brachyophidium_rhodogaster,No,nocturnal
Uropeltoidea,Uropeltidae,Teretrurus,sanguineus,Teretrurus sanguineus,Teretrurus_sanguineus,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,arcticeps,Uropeltis arcticeps,Uropeltis_arcticeps,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,bhupathyi,Uropeltis bhupathyi,Uropeltis_bhupathyi,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,bicatenata,Uropeltis bicatenata,Uropeltis_bicatenata,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,ceylanicus,Uropeltis ceylanicus,Uropeltis_ceylanicus,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,dindigalensis,Uropeltis dindigalensis ,Uropeltis_dindigalensis,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,ellioti,Uropeltis ellioti,Uropeltis_ellioti,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,grandis,Uropeltis grandis,Uropeltis_grandis,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,liura,Uropeltis liura,Uropeltis_liura,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,macrolepis,Uropeltis macrolepis,Uropeltis_macrolepis,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,macrorhyncha,Uropeltis macrorhyncha,Uropeltis_macrorhyncha,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,maculata,Uropeltis maculata,Uropeltis_maculata,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,madurensis,Uropeltis madurensis,Uropeltis_madurensis,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,myhendrae,Uropeltis myhendrae,Uropeltis_myhendrae,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,nitida,Uropeltis nitida,Uropeltis_nitida,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,ocellatus,Uropeltis ocellatus,Uropeltis_ocellata,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,petersi,Uropeltis petersi,Uropeltis_petersi,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,phipsonii,Uropeltis phipsonii,Uropeltis_phipsonii,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,pulneyensis,Uropeltis pulneyensis,Uropeltis_pulneyensis,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,rajendrani,Uropeltis rajendrani,Uropeltis_rajendrani,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,rubrolineata,Uropeltis rubrolineata ,Uropeltis_rubrolineata,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,rubromaculata,Uropeltis rubromaculata,Uropeltis_rubromaculatus,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,shorttii,Uropeltis shorttii,Uropeltis_shorttii,No,nocturnal
Uropeltoidea,Uropeltidae,Uropeltis,woodmasoni,Uropeltis woodmasoni,Uropeltis_woodmasoni,No,nocturnal
Pythonoidea,Loxocemidae,Loxocemus,bicolor,Loxocemus bicolor,Loxocemus_bicolor,No,nocturnal
Pythonoidea,Pythonidae,Antaresia,childreni,Antaresia childreni,Antaresia_childreni,Yes,both
Pythonoidea,Pythonidae,Antaresia,maculosa,Antaresia maculosa,Antaresia_maculosa,Yes,both
Pythonoidea,Pythonidae,Antaresia,perthensis,Antaresia perthensis ,Antaresia_perthensis,Yes,both
Pythonoidea,Pythonidae,Antaresia,stimsoni,Antaresia stimsoni,Antaresia_stimsoni,Yes,both
Pythonoidea,Pythonidae,Aspidites,melanocephalus,Aspidites melanocephalus,Aspidites_melanocephalus,No,both
Pythonoidea,Pythonidae,Aspidites,ramsayi,Aspidites ramsayi,Aspidites_ramsayi,No,both
Pythonoidea,Pythonidae,Bothrochilus,albertisii,Bothrochilus albertisii,Bothrochilus_albertisii,No,both
Pythonoidea,Pythonidae,Bothrochilus,biakensis,Bothrochilus biakensis,Bothrochilus_biakensis,No,both
Pythonoidea,Pythonidae,Bothrochilus,boa,Bothrochilus boa ,Bothrochilus_boa,No,both
Pythonoidea,Pythonidae,Bothrochilus,huonensis,Bothrochilus huonensis,Bothrochilus_huonensis,No,both
Pythonoidea,Pythonidae,Bothrochilus,meridionalis,Bothrochilus meridionalis,Leiopython_meridionalis,No,both
Pythonoidea,Pythonidae,Liasis,fuscus,Liasis fuscus ,Liasis_fuscus,No,both
Pythonoidea,Pythonidae,Liasis,mackloti,Liasis mackloti ,Liasis_mackloti,No,both
Pythonoidea,Pythonidae,Liasis,olivaceus,Liasis olivaceus,Liasis_olivaceus,No,both
Pythonoidea,Pythonidae,Liasis,papuanus,Liasis papuanus,Liasis_papuana,No,both
Pythonoidea,Pythonidae,Malayopython,reticulatus,Malayopython reticulatus,Malayopython_reticulatus,Yes,both
Pythonoidea,Pythonidae,Malayopython,timoriensis,Malayopython timoriensis,Malayopython_timoriensis,No,both
Pythonoidea,Pythonidae,Morelia,azurea,Morelia azurea,Morelia_azurea,No,nocturnal
Pythonoidea,Pythonidae,Morelia,bredli,Morelia bredli,Morelia_bredli,Yes,both
Pythonoidea,Pythonidae,Morelia,carinata,Morelia carinata,Morelia_carinata,Yes,both
Pythonoidea,Pythonidae,Morelia,spilota,Morelia spilota,Morelia_spilota,Yes,both
Pythonoidea,Pythonidae,Morelia,viridis,Morelia viridis,Morelia_viridis,No,nocturnal
Pythonoidea,Pythonidae,Python,anchietae,Python anchietae,Python_anchietae,Yes,both
Pythonoidea,Pythonidae,Python,bivittatus,Python bivittatus,Python_bivittatus,Yes,both
Pythonoidea,Pythonidae,Python,breitensteini,Python breitensteini,Python_breitensteini,Yes,both
Pythonoidea,Pythonidae,Python,brongersmai,Python brongersmai,Python_brongersmai,Yes,both
Pythonoidea,Pythonidae,Python,curtus,Python curtus,Python_curtus,Yes,both
Pythonoidea,Pythonidae,Python,kyaiktiyo,Python kyaiktiyo,Python_kyaiktiyo,Yes,both
Pythonoidea,Pythonidae,Python,molurus,Python molurus,Python_molurus,Yes,both
Pythonoidea,Pythonidae,Python,natalensis,Python natalensis,Python_natalensis,Yes,both
Pythonoidea,Pythonidae,Python,regius,Python regius,Python_regius,Yes,both
Pythonoidea,Pythonidae,Python,sebae,Python sebae,Python_sebae,Yes,both
Pythonoidea,Pythonidae,Simalia,amethistina,Simalia amethistina,Simalia_amethistina,Yes,diurnal
Pythonoidea,Pythonidae,Simalia,boeleni,Simalia boeleni,Simalia_boeleni,No,both
Pythonoidea,Pythonidae,Simalia,clastolepis,Simalia clastolepis,Simalia_clastolepis,No,both
Pythonoidea,Pythonidae,Simalia,kinghorni,Simalia kinghorni,Simalia_kinghorni,Yes,diurnal
Pythonoidea,Pythonidae,Simalia,nauta,Simalia nauta,Simalia_nauta,Yes,diurnal
Pythonoidea,Pythonidae,Simalia,oenpelliensis,Simalia oenpelliensis,Simalia_oenpelliensis,Yes,diurnal
Pythonoidea,Pythonidae,Simalia,tracyae,Simalia tracyae,Simalia_tracyae,Yes,diurnal
Pythonoidea,Xenopeltidae,Xenopeltis,hainanensis,Xenopeltis hainanensis,Xenopeltis_hainanensis,No,nocturnal
Pythonoidea,Xenopeltidae,Xenopeltis,unicolor,Xenopeltis unicolor,Xenopeltis_unicolor,No,nocturnal
Booidea,Boidae,Acrantophis,dumerili,Acrantophis dumerili,Acrantophis_dumerili,Yes,both
Booidea,Boidae,Acrantophis,madagascariensis,Acrantophis madagascariensis ,Acrantophis_madagascariensis,Yes,both
Booidea,Boidae,Boa,constrictor,Boa constrictor,Boa_constrictor,Yes,both
Booidea,Boidae,Boa,imperator,Boa imperator ,Boa_imperator,Yes,both
Booidea,Boidae,Boa,nebulosa,Boa nebulosa ,Boa_nebulosa,Yes,both
Booidea,Boidae,Boa,orophias,Boa orophias,Boa_orophias,Yes,both
Booidea,Boidae,Calabaria,reinhardtii,Calabaria reinhardtii ,Calabaria_reinhardtii,No,nocturnal
Booidea,Boidae,Candoia,aspera,Candoia aspera ,Candoia_aspera,Yes,both
Booidea,Boidae,Candoia,bibroni,Candoia bibroni ,Candoia_bibroni,Yes,both
Booidea,Boidae,Candoia,carinata,Candoia carinata,Candoia_carinata,Yes,both
Booidea,Boidae,Candoia,paulsoni,Candoia paulsoni,Candoia_paulsoni,Yes,both
Booidea,Boidae,Candoia,superciliosa,Candoia superciliosa,Candoia_superciliosa,Yes,both
Booidea,Boidae,Charina,bottae,Charina bottae,Charina_bottae,No,nocturnal
Booidea,Boidae,Charina,umbratica,Charina umbratica,Charina_umbratica,No,nocturnal
Booidea,Boidae,Chilabothrus,angulifer,Chilabothrus angulifer,Chilabothrus_angulifer,Yes,both
Booidea,Boidae,Chilabothrus,argentum,Chilabothrus argentum,Chilabothrus_argentum,No,both
Booidea,Boidae,Chilabothrus,chrysogaster,Chilabothrus chrysogaster,Chilabothrus_chrysogaster,Yes,both
Booidea,Boidae,Chilabothrus,exsul,Chilabothrus exsul,Chilabothrus_exsul,No,both
Booidea,Boidae,Chilabothrus,fordii,Chilabothrus fordii,Chilabothrus_fordii,Yes,both
Booidea,Boidae,Chilabothrus,gracilis,Chilabothrus gracilis,Chilabothrus_gracilis,Yes,both
Booidea,Boidae,Chilabothrus,granti,Chilabothrus granti,Chilabothrus_granti,No,both
Booidea,Boidae,Chilabothrus,inornatus,Chilabothrus inornatus,Chilabothrus_inornatus,Yes,both
Booidea,Boidae,Chilabothrus,monensis,Chilabothrus monensis,Chilabothrus_monensis,No,both
Booidea,Boidae,Chilabothrus,schwartzi,Chilabothrus schwartzi,Chilabothrus_schwartzi,Yes,both
Booidea,Boidae,Chilabothrus,striatus,Chilabothrus striatus,Chilabothrus_striatus,Yes,both
Booidea,Boidae,Chilabothrus,strigilatus,Chilabothrus strigilatus,Chilabothrus_strigilatus,Yes,both
Booidea,Boidae,Chilabothrus,subflavus,Chilabothrus subflavus,Chilabothrus_subflavus,Yes,both
Booidea,Boidae,Corallus,annulatus,Corallus annulatus,Corallus_annulatus,Yes,both
Booidea,Boidae,Corallus,batesii,Corallus batesii,Corallus_batesii,No,nocturnal
Booidea,Boidae,Corallus,blombergi,Corallus blombergi,Corallus_blombergi,No,nocturnal
Booidea,Boidae,Corallus,caninus,Corallus caninus,Corallus_caninus,No,nocturnal
Booidea,Boidae,Corallus,cookii,Corallus cookii ,Corallus_cookii,No,nocturnal
Booidea,Boidae,Corallus,cropanii,Corallus cropanii,Corallus_cropanii,No,nocturnal
Booidea,Boidae,Corallus,grenadensis,Corallus grenadensis,Corallus_grenadensis,Yes,both
Booidea,Boidae,Corallus,hortulana,Corallus hortulana,Corallus_hortulanus,Yes,both
Booidea,Boidae,Corallus,ruschenbergerii,Corallus ruschenbergerii,Corallus_ruschenbergerii,Yes,both
Booidea,Boidae,Epicrates,assisi,Epicrates assisi,Epicrates_assisi,Yes,both
Booidea,Boidae,Epicrates,cenchria,Epicrates cenchria,Epicrates_cenchria,Yes,both
Booidea,Boidae,Epicrates,crassus,Epicrates crassus,Epicrates_crassus,Yes,both
Booidea,Boidae,Epicrates,maurus,Epicrates maurus ,Epicrates_maurus,Yes,both
Booidea,Boidae,Eryx,borrii,Eryx borrii,Eryx_borrii,Yes,underground
Booidea,Boidae,Eryx,colubrinus,Eryx colubrinus ,Eryx_colubrinus,No,nocturnal
Booidea,Boidae,Eryx,conicus,Eryx conicus,Eryx_conicus,Yes,both
Booidea,Boidae,Eryx,elegans,Eryx elegans ,Eryx_elegans,Yes,both
Booidea,Boidae,Eryx,jaculus,Eryx jaculus,Eryx_jaculus,Yes,both
Booidea,Boidae,Eryx,jayakari,Eryx jayakari,Eryx_jayakari,No,underground
Booidea,Boidae,Eryx,johnii,Eryx johnii,Eryx_johnii,No,underground
Booidea,Boidae,Eryx,miliaris,Eryx miliaris,Eryx_miliaris,Yes,underground
Booidea,Boidae,Eryx,muelleri,Eryx muelleri,Eryx_muelleri,Yes,underground
Booidea,Boidae,Eryx,somalicus,Eryx somalicus ,Eryx_somalicus,No,underground
Booidea,Boidae,Eryx,tataricus,Eryx tataricus,Eryx_tataricus,No,nocturnal
Booidea,Boidae,Eryx,whitakeri,Eryx whitakeri,Eryx_whitakeri,Yes,both
Booidea,Boidae,Eunectes,beniensis,Eunectes beniensis,Eunectes_beniensis,Yes,diurnal
Booidea,Boidae,Eunectes,deschauenseei,Eunectes deschauenseei,Eunectes_deschauenseei,Yes,diurnal
Booidea,Boidae,Eunectes,murinus,Eunectes murinus,Eunectes_murinus,Yes,diurnal
Booidea,Boidae,Eunectes,notaeus,Eunectes notaeus,Eunectes_notaeus,Yes,diurnal
Booidea,Boidae,Exiliboa,placata,Exiliboa placata ,Exiliboa_placata,No,nocturnal
Booidea,Boidae,Lichanura,orcutti,Lichanura orcutti,Lichanura_orcutti,No,nocturnal
Booidea,Boidae,Lichanura,trivirgata,Lichanura trivirgata,Lichanura_trivirgata,Yes,nocturnal
Booidea,Boidae,Sanzinia,madagascariensis,Sanzinia madagascariensis,Sanzinia_madagascariensis,Yes,both
Booidea,Boidae,Sanzinia,volontany,Sanzinia volontany,Sanzinia_volontany,Yes,both
Booidea,Boidae,Ungaliophis,continentalis,Ungaliophis continentalis,Ungaliophis_continentalis,No,nocturnal
Booidea,Boidae,Ungaliophis,panamensis,Ungaliophis panamensis,Ungaliophis_panamensis,No,nocturnal
Elapoidea,Atractaspididae,Amblyodipsas,concolor,Amblyodipsas concolor,Amblyodipsas_concolor,No,nocturnal
Elapoidea,Atractaspididae,Amblyodipsas,dimidiata,Amblyodipsas dimidiata,Amblyodipsas_dimidiata,No,nocturnal
Elapoidea,Atractaspididae,Amblyodipsas,katangensis,Amblyodipsas katangensis,Amblyodipsas_katangensis,No,nocturnal
Elapoidea,Atractaspididae,Amblyodipsas,microphthalma,Amblyodipsas microphthalma,Amblyodipsas_microphthalma,No,nocturnal
Elapoidea,Atractaspididae,Amblyodipsas,polylepis,Amblyodipsas polylepis,Amblyodipsas_polylepis,No,nocturnal
Elapoidea,Atractaspididae,Amblyodipsas,rodhaini,Amblyodipsas rodhaini ,Amblyodipsas_rodhaini,No,nocturnal
Elapoidea,Atractaspididae,Amblyodipsas,teitana,Amblyodipsas teitana,Amblyodipsas_teitana,No,nocturnal
Elapoidea,Atractaspididae,Amblyodipsas,unicolor,Amblyodipsas unicolor,Amblyodipsas_unicolor,No,nocturnal
Elapoidea,Atractaspididae,Amblyodipsas,ventrimaculata,Amblyodipsas ventrimaculata,Amblyodipsas_ventrimaculata,No,nocturnal
Elapoidea,Atractaspididae,Aparallactus,capensis,Aparallactus capensis,Aparallactus_capensis,No,nocturnal
Elapoidea,Atractaspididae,Aparallactus,guentheri,Aparallactus guentheri ,Aparallactus_guentheri,No,nocturnal
Elapoidea,Atractaspididae,Aparallactus,jacksonii,Aparallactus jacksonii,Aparallactus_jacksonii,No,nocturnal
Elapoidea,Atractaspididae,Aparallactus,lunulatus,Aparallactus lunulatus,Aparallactus_lunulatus,No,nocturnal
Elapoidea,Atractaspididae,Aparallactus,modestus,Aparallactus modestus,Aparallactus_modestus,No,nocturnal
Elapoidea,Atractaspididae,Aparallactus,moeruensis,Aparallactus moeruensis,Aparallactus_moeruensis,No,nocturnal
Elapoidea,Atractaspididae,Aparallactus,turneri,Aparallactus turneri,Aparallactus_turneri,No,nocturnal
Elapoidea,Atractaspididae,Aparallactus,werneri,Aparallactus werneri ,Aparallactus_werneri,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,andersonii,Atractaspis andersonii,Atractaspis_andersonii,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,aterrima,Atractaspis aterrima,Atractaspis_aterrima,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,bibronii,Atractaspis bibronii,Atractaspis_bibronii,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,boulengeri,Atractaspis boulengeri,Atractaspis_boulengeri,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,congica,Atractaspis congica,Atractaspis_congica,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,corpulenta,Atractaspis corpulenta,Atractaspis_corpulenta,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,dahomeyensis,Atractaspis dahomeyensis,Atractaspis_dahomeyensis,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,duerdeni,Atractaspis duerdeni,Atractaspis_duerdeni,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,engaddensis,Atractaspis engaddensis,Atractaspis_engaddensis,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,fallax,Atractaspis fallax,Atractaspis_fallax,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,irregularis,Atractaspis irregularis,Atractaspis_irregularis,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,leucomelas,Atractaspis leucomelas,Atractaspis_leucomelas,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,magrettii,Atractaspis magrettii,Atractaspis_magrettii,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,microlepidota,Atractaspis microlepidota,Atractaspis_microlepidota,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,micropholis,Atractaspis micropholis,Atractaspis_micropholis,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,phillipsi,Atractaspis phillipsi,Atractaspis_phillipsi,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,scorteccii,Atractaspis scorteccii,Atractaspis_scorteccii,No,nocturnal
Elapoidea,Atractaspididae,Atractaspis,watsoni,Atractaspis watsoni ,Atractaspis_watsoni,No,nocturnal
Elapoidea,Atractaspididae,Chilorhinophis,butleri,Chilorhinophis butleri,Chilorhinophis_butleri,No,nocturnal
Elapoidea,Atractaspididae,Homoroselaps,dorsalis,Homoroselaps dorsalis,Homoroselaps_dorsalis,No,nocturnal
Elapoidea,Atractaspididae,Homoroselaps,lacteus,Homoroselaps lacteus,Homoroselaps_lacteus,No,nocturnal
Elapoidea,Atractaspididae,Macrelaps,microlepidotus,Macrelaps microlepidotus,Macrelaps_microlepidotus,No,nocturnal
Elapoidea,Atractaspididae,Polemon,acanthias,Polemon acanthias ,Polemon_acanthias,No,nocturnal
Elapoidea,Atractaspididae,Polemon,barthii,Polemon barthii ,Polemon_barthii,No,nocturnal
Elapoidea,Atractaspididae,Polemon,bocourti,Polemon bocourti,Polemon_bocourti,No,nocturnal
Elapoidea,Atractaspididae,Polemon,christyi,Polemon christyi,Polemon_christyi,No,nocturnal
Elapoidea,Atractaspididae,Polemon,collaris,Polemon collaris,Polemon_collaris,No,nocturnal
Elapoidea,Atractaspididae,Polemon,fulvicollis,Polemon fulvicollis ,Polemon_fulvicollis,Yes,nocturnal
Elapoidea,Atractaspididae,Polemon,gabonensis,Polemon gabonensis,Polemon_gabonensis,No,nocturnal
Elapoidea,Atractaspididae,Polemon,gracilis,Polemon gracilis,Polemon_gracilis,No,nocturnal
Elapoidea,Atractaspididae,Xenocalamus,bicolor,Xenocalamus bicolor,Xenocalamus_bicolor,No,nocturnal
Elapoidea,Atractaspididae,Xenocalamus,mechowii,Xenocalamus mechowii,Xenocalamus_mechowii,No,nocturnal
Elapoidea,Atractaspididae,Xenocalamus,sabiensis,Xenocalamus sabiensis,Xenocalamus_sabiensis,No,nocturnal
Elapoidea,Atractaspididae,Xenocalamus,transvaalensis,Xenocalamus transvaalensis,Xenocalamus_transvaalensis,No,nocturnal
Elapoidea,Cyclocoridae,Cyclocorus,lineatus,Cyclocorus lineatus,Cyclocorus_lineatus,Yes,both
Elapoidea,Cyclocoridae,Cyclocorus,nuchalis,Cyclocorus nuchalis,Cyclocorus_nuchalis,Yes,both
Elapoidea,Cyclocoridae,Hologerrhum,dermali,Hologerrhum dermali,Hologerrhum_dermali,Yes,both
Elapoidea,Cyclocoridae,Hologerrhum,philippinum,Hologerrhum philippinum,Hologerrhum_philippinum,Yes,both
Elapoidea,Cyclocoridae,Oxyrhabdium,leporinum,Oxyrhabdium leporinum,Oxyrhabdium_leporinum,No,nocturnal
Elapoidea,Cyclocoridae,Oxyrhabdium,modestum,Oxyrhabdium modestum ,Oxyrhabdium_modestum,No,nocturnal
Elapoidea,Lamprophiidae,Boaedon,capensis,Boaedon capensis,Boaedon_capensis,Yes,both
Elapoidea,Lamprophiidae,Boaedon,fuliginosus,Boaedon fuliginosus,Boaedon_fuliginosus,Yes,both
Elapoidea,Lamprophiidae,Boaedon,lineatus,Boaedon lineatus,Boaedon_lineatus,Yes,both
Elapoidea,Lamprophiidae,Boaedon,littoralis,Boaedon littoralis,Boaedon_littoralis,Yes,both
Elapoidea,Lamprophiidae,Boaedon,maculatus,Boaedon maculatus,Boaedon_maculatus,Yes,both
Elapoidea,Lamprophiidae,Boaedon,olivaceus,Boaedon olivaceus,Boaedon_olivaceus,No,both
Elapoidea,Lamprophiidae,Boaedon,perisilvestris,Boaedon perisilvestris ,Boaedon_perisilvestris,No,both
Elapoidea,Lamprophiidae,Boaedon,radfordi,Boaedon radfordi,Boaedon_radfordi,No,both
Elapoidea,Lamprophiidae,Boaedon,virgatus,Boaedon virgatus,Boaedon_virgatus,Yes,nocturnal
Elapoidea,Lamprophiidae,Bothrolycus,ater,Bothrolycus ater,Bothrolycus_ater,No,nocturnal
Elapoidea,Lamprophiidae,Bothrophthalmus,brunneus,Bothrophthalmus brunneus,Bothrophthalmus_brunneus,No,nocturnal
Elapoidea,Lamprophiidae,Bothrophthalmus,lineatus,Bothrophthalmus lineatus ,Bothrophthalmus_lineatus,No,nocturnal
Elapoidea,Lamprophiidae,Chamaelycus,fasciatus,Chamaelycus fasciatus,Chamaelycus_fasciatus,No,nocturnal
Elapoidea,Lamprophiidae,Gonionotophis,brussauxi,Gonionotophis brussauxi,Gonionotophis_brussauxi,No,nocturnal
Elapoidea,Lamprophiidae,Gracililima,nyassae,Gracililima nyassae,Gonionotophis_nyassae,No,nocturnal
